0, 9907, 7068
1, 8909, 7132
2, 10487, 7134
3, 8920, 7137
4, 8767, 7152
5, 7835, 7467
6, 7132, 7510
7, 8840, 7513
8, 8038, 7636
9, 8069, 7692
10, 8853, 7835
11, 9140, 7854
12, 9613, 7861
13, 8946, 7898
14, 8894, 8000
15, 9849, 8038
16, 8155, 8043
17, 10858, 8049
18, 10173, 8069
19, 9129, 8091
20, 8146, 8132
21, 8825, 8146
22, 10808, 8150
23, 7854, 8151
24, 13346, 8155
25, 9145, 8155
26, 9105, 8167
27, 10044, 8167
28, 8390, 8210
29, 9106, 8211
30, 8879, 8390
31, 9139, 8415
32, 9147, 8443
33, 8888, 8626
34, 9277, 8715
35, 9365, 8767
36, 8927, 8780
37, 7636, 8819
38, 7510, 8825
39, 9259, 8840
40, 8132, 8846
41, 8211, 8853
42, 8167, 8860
43, 8443, 8864
44, 9844, 8871
45, 8864, 8879
46, 10161, 8888
47, 10068, 8894
48, 9114, 8909
49, 8871, 8920
50, 8846, 8921
51, 9477, 8926
52, 8921, 8927
53, 10017, 8946
54, 8819, 8957
55, 7898, 8964
56, 8964, 9011
57, 9159, 9105
58, 8151, 9106
59, 10130, 9114
60, 8167, 9129
61, 7861, 9131
62, 7137, 9131
63, 9409, 9139
64, 7134, 9140
65, 8860, 9145
66, 8780, 9147
67, 7152, 9154
68, 8926, 9159
69, 9154, 9259
70, 8150, 9277
71, 8043, 9365
72, 8210, 9409
73, 8415, 9477
74, 10958, 9613
75, 7467, 9701
76, 9011, 9843
77, 8715, 9844
78, 9131, 9849
79, 8626, 9907
80, 9131, 10017
81, 13706, 10044
82, 12714, 10068
83, 7692, 10130
84, 8049, 10160
85, 7068, 10161
86, 8957, 10173
87, 15886, 10462
88, 8000, 10487
89, 11326, 10808
90, 11224, 10858
91, 9701, 10958
92, 10462, 11224
93, 11297, 11297
94, 10160, 11326
95, 8091, 12714
96, 12777, 12777
97, 8155, 13346
98, 7513, 13706
99, 15141, 15141
100, 9843, 15886
9486,
