0, 8014, 1771
1, 4420, 1771
2, 4789, 1774
3, 10080, 1779
4, 22105, 1801
5, 1801, 2074
6, 3091, 2079
7, 30862, 2152
8, 21851, 2157
9, 2074, 2158
10, 3795, 2763
11, 27307, 2770
12, 20990, 2770
13, 2802, 2777
14, 2079, 2777
15, 2770, 2778
16, 16064, 2780
17, 18754, 2782
18, 4799, 2783
19, 2777, 2785
20, 24117, 2790
21, 21112, 2802
22, 19060, 3091
23, 22588, 3469
24, 2790, 3555
25, 4832, 3608
26, 20879, 3750
27, 19531, 3762
28, 21829, 3773
29, 21041, 3775
30, 3773, 3775
31, 2780, 3777
32, 4023, 3781
33, 12645, 3781
34, 3555, 3789
35, 7988, 3793
36, 5281, 3795
37, 7418, 4023
38, 22668, 4023
39, 2785, 4420
40, 5693, 4464
41, 3775, 4499
42, 13453, 4716
43, 21075, 4776
44, 20059, 4789
45, 4776, 4799
46, 6853, 4832
47, 3781, 5021
48, 6054, 5073
49, 21080, 5281
50, 2152, 5414
51, 5021, 5693
52, 14893, 6036
53, 20098, 6054
54, 4023, 6428
55, 35964, 6705
56, 36773, 6853
57, 2770, 7418
58, 3781, 7988
59, 1771, 8014
60, 5073, 8217
61, 3789, 10080
62, 3469, 11640
63, 2778, 12645
64, 18066, 13453
65, 2158, 14075
66, 34769, 14893
67, 29005, 15065
68, 1774, 15753
69, 3777, 16064
70, 27865, 17071
71, 4716, 18066
72, 4499, 18754
73, 6428, 19060
74, 3762, 19531
75, 1779, 20059
76, 4464, 20098
77, 2783, 20879
78, 3750, 20990
79, 3793, 21041
80, 22020, 21075
81, 15065, 21080
82, 17071, 21112
83, 2777, 21829
84, 2782, 21851
85, 31828, 22020
86, 6036, 22105
87, 28931, 22588
88, 3608, 22668
89, 6705, 24117
90, 8217, 27307
91, 34454, 27865
92, 11640, 28931
93, 1771, 29005
94, 33834, 30862
95, 2157, 31828
96, 2763, 33834
97, 5414, 34454
98, 15753, 34769
99, 14075, 35964
100, 3775, 36773
11237, 
