0, 2027, 1908
1, 31087, 1911
2, 22102, 1915
3, 2009, 1917
4, 3031, 1926
5, 28956, 1927
6, 1926, 1928
7, 31913, 1975
8, 2889, 2009
9, 1908, 2019
10, 1927, 2027
11, 2027, 2027
12, 2110, 2039
13, 1975, 2080
14, 2019, 2110
15, 22869, 2200
16, 21278, 2889
17, 21517, 3022
18, 2080, 3031
19, 31909, 3243
20, 1917, 4134
21, 1915, 17002
22, 4134, 21278
23, 3022, 21517
24, 3243, 22102
25, 2039, 22869
26, 17002, 22889
27, 22889, 28956
28, 1911, 31087
29, 1928, 31909
30, 2200, 31913
